Trial,IsContained,Direction,Goal,PGreen,PRed,PTimeUp,AvgBounces,AvgTime
stopper_5_c,contained,none,G,0.9698,0.0294,0.0008,2.0294,1.81606
porous_3_c,contained,forward,G,0.951,0.0458,0.0032,2.3098,2.68956
porous_3_c,contained,reverse,G,0.9498,0.0462,0.004,2.6302,3.43364
porous_3_c,contained,none,G,0.8034,0.193,0.0036,3.4432,3.58136
complex_5_a,contained,forward,G,0.995,0.0,0.005,2.6706,3.23982
complex_5_a,contained,reverse,G,0.9948,0.0,0.0052,2.7552,3.5329
complex_5_a,contained,none,G,0.968,0.0,0.032,7.407,5.02707
complex_4_c,contained,forward,G,0.9162,0.0,0.0838,5.7516,3.51813
complex_4_c,contained,reverse,G,0.733,0.0034,0.2636,16.1138,8.24206
complex_4_c,contained,none,G,0.5768,0.0,0.4232,27.367,12.26439
stopper_1_c,contained,forward,G,0.7572,0.1766,0.0662,5.1774,4.32335
stopper_1_c,contained,reverse,G,0.6356,0.141,0.2234,15.1038,10.95523
stopper_1_c,contained,none,G,0.582,0.1458,0.2722,17.3056,11.51784
size_5_b,contained,forward,G,0.9642,0.0046,0.0312,4.9096,3.74917
size_5_b,contained,reverse,G,0.8762,0.0,0.1238,18.1206,9.92996
size_5_b,contained,none,G,0.9002,0.0,0.0998,15.6618,8.43598
size_2_c,contained,forward,G,0.8544,0.0,0.1456,12.2434,6.88527
size_2_c,contained,reverse,G,0.6298,0.0018,0.3684,28.8294,14.24283
size_2_c,contained,none,G,0.7046,0.0002,0.2952,22.8938,11.75394
porous_3_a,contained,forward,G,0.9966,0.0,0.0034,2.346,2.74104
porous_3_a,contained,reverse,G,0.9932,0.0006,0.0062,2.7778,3.59546
porous_3_a,contained,none,G,0.9932,0.0,0.0068,4.0158,4.28811
stopper_2_a,contained,forward,G,0.9998,0.0,0.0002,0.4992,1.20969
stopper_2_a,contained,reverse,G,0.9986,0.0,0.0014,5.8338,4.14034
stopper_2_a,contained,none,G,0.9974,0.0,0.0026,4.5022,3.44513
stopper_6_a,contained,forward,G,0.7352,0.0,0.2648,9.476,7.88437
stopper_6_a,contained,reverse,G,0.4276,0.0,0.5724,17.3996,15.431
stopper_6_a,contained,none,G,0.503,0.0,0.497,16.7446,14.04702
size_1_b,contained,forward,G,0.8524,0.0,0.1476,7.641,9.72002
size_1_b,contained,reverse,G,0.8432,0.001,0.1558,7.6774,10.12779
size_1_b,contained,none,G,0.852,0.0,0.148,7.549,9.33021
stopper_3_b,contained,forward,G,0.7774,0.0592,0.1634,8.1954,6.63284
stopper_3_b,contained,reverse,G,0.543,0.0364,0.4206,16.7088,14.03912
stopper_3_b,contained,none,G,0.5196,0.0436,0.4368,15.8502,13.83606
size_3_c,contained,forward,G,0.7378,0.0,0.2622,12.8802,10.24015
size_3_c,contained,reverse,G,0.6102,0.0,0.3898,28.5082,14.8783
size_3_c,contained,none,G,0.6756,0.0,0.3244,19.2716,12.84031
complex_3_c,contained,forward,G,0.508,0.0,0.492,25.945,14.2227
complex_3_c,contained,reverse,G,0.4234,0.0002,0.5764,31.0784,15.82558
complex_3_c,contained,none,G,0.3364,0.0,0.6636,40.321,17.04837
complex_3_b,contained,forward,G,0.5562,0.0,0.4438,15.6098,12.94658
complex_3_b,contained,reverse,G,0.4088,0.0,0.5912,20.996,16.37964
complex_3_b,contained,none,G,0.4082,0.0,0.5918,20.0892,16.42656
stopper_4_c,contained,forward,G,0.861,0.104,0.035,2.9534,2.90534
stopper_4_c,contained,reverse,G,0.819,0.0978,0.0832,8.3264,6.06331
stopper_4_c,contained,none,G,0.7466,0.1036,0.1498,12.3262,8.32352
complex_5_c,contained,forward,G,0.9128,0.0,0.0872,11.1656,5.77116
complex_5_c,contained,reverse,G,0.968,0.0,0.032,4.9614,4.1621
complex_5_c,contained,none,G,0.919,0.0,0.081,11.4884,5.94299
size_1_c,contained,forward,G,0.7408,0.0,0.2592,6.9142,11.96181
size_1_c,contained,reverse,G,0.741,0.0,0.259,6.6172,12.04153
size_1_c,contained,none,G,0.744,0.0,0.256,6.8594,11.38628
size_4_c,contained,forward,G,0.9486,0.0,0.0514,7.2126,5.83434
size_4_c,contained,reverse,G,0.8186,0.0,0.1814,18.4786,12.12526
size_4_c,contained,none,G,0.8778,0.0,0.1222,12.043,8.59469
stopper_5_a,contained,forward,G,0.9674,0.0,0.0326,5.209,5.70499
stopper_5_a,contained,reverse,G,0.9614,0.0002,0.0384,6.7238,6.7766
stopper_5_a,contained,none,G,0.9766,0.0,0.0234,4.944,4.55834
porous_6_c,contained,forward,G,0.6934,0.2998,0.0068,2.1958,4.04151
porous_6_c,contained,reverse,G,0.7638,0.2256,0.0106,2.5462,4.74065
porous_6_c,contained,none,G,0.8398,0.1506,0.0096,2.4836,4.04351
stopper_6_c,contained,forward,G,0.5676,0.0892,0.3432,13.9006,10.14613
stopper_6_c,contained,reverse,G,0.348,0.0356,0.6164,18.9882,16.26565
stopper_6_c,contained,none,G,0.4074,0.0362,0.5564,18.9082,15.2078
complex_6_a,contained,forward,G,0.5152,0.0,0.4848,31.1582,14.03576
complex_6_a,contained,reverse,G,0.3042,0.0,0.6958,39.8446,17.78306
complex_6_a,contained,none,G,0.3496,0.0,0.6504,38.4698,16.91274
porous_1_c,contained,forward,G,0.9974,0.002,0.0006,1.5318,2.05157
porous_1_c,contained,reverse,G,0.8484,0.146,0.0056,5.4414,3.54319
porous_1_c,contained,none,G,0.8374,0.1556,0.007,8.2208,4.21636
porous_5_c,contained,forward,G,0.7174,0.1872,0.0954,18.2242,7.49324
porous_5_c,contained,reverse,G,0.384,0.4994,0.1166,17.2864,8.56313
porous_5_c,contained,none,G,0.5402,0.3394,0.1204,19.6958,8.71724
stopper_4_a,contained,forward,G,1.0,0.0,0.0,0.1236,0.81338
stopper_4_a,contained,reverse,G,0.9984,0.0,0.0016,2.883,2.34749
stopper_4_a,contained,none,G,0.998,0.0,0.002,4.6534,2.93967
stopper_5_b,contained,forward,G,0.9912,0.0,0.0088,3.991,4.35492
stopper_5_b,contained,reverse,G,0.993,0.0008,0.0062,4.6712,4.84182
stopper_5_b,contained,none,G,0.9948,0.0,0.0052,3.3408,3.03938
stopper_2_c,contained,forward,G,0.9092,0.0404,0.0504,5.6944,5.19547
stopper_2_c,contained,reverse,G,0.8462,0.0462,0.1076,12.579,9.23281
stopper_2_c,contained,none,G,0.8644,0.0398,0.0958,10.9086,8.38473
porous_2_c,contained,forward,G,0.7556,0.2284,0.016,8.6528,6.1248
porous_2_c,contained,reverse,G,0.6526,0.328,0.0194,9.5008,6.63985
porous_2_c,contained,none,G,0.7072,0.2826,0.0102,7.0334,4.87736
porous_3_b,contained,forward,G,0.9966,0.0002,0.0032,2.3608,2.75945
porous_3_b,contained,reverse,G,0.9962,0.0004,0.0034,2.7024,3.50208
porous_3_b,contained,none,G,0.9906,0.0006,0.0088,3.9874,4.16131
stopper_1_b,contained,forward,G,0.951,0.0088,0.0402,3.6544,2.7977
stopper_1_b,contained,reverse,G,0.7828,0.0138,0.2034,14.4272,10.15226
stopper_1_b,contained,none,G,0.7428,0.016,0.2412,16.3828,10.55344
complex_5_b,contained,forward,G,0.9328,0.0,0.0672,9.241,5.57685
complex_5_b,contained,reverse,G,0.9786,0.0,0.0214,4.117,4.07719
complex_5_b,contained,none,G,0.934,0.0,0.066,10.5818,5.9801
porous_4_a,contained,forward,G,0.9754,0.0,0.0246,3.5474,4.07411
porous_4_a,contained,reverse,G,0.937,0.0006,0.0624,6.882,7.81404
porous_4_a,contained,none,G,0.9546,0.0,0.0454,5.7078,6.41143
porous_4_c,contained,forward,G,0.9246,0.0602,0.0152,3.3318,3.84204
porous_4_c,contained,reverse,G,0.807,0.1518,0.0412,6.1792,7.10643
porous_4_c,contained,none,G,0.7992,0.1766,0.0242,4.707,5.27383
size_4_a,contained,forward,G,0.992,0.0036,0.0044,8.3884,2.96588
size_4_a,contained,reverse,G,0.9526,0.0126,0.0348,24.603,6.85088
size_4_a,contained,none,G,0.9762,0.006,0.0178,16.8236,4.69101
porous_6_a,contained,forward,G,0.9812,0.0,0.0188,2.4716,4.39481
porous_6_a,contained,reverse,G,0.9728,0.0,0.0272,3.0512,5.41346
porous_6_a,contained,none,G,0.9762,0.0,0.0238,2.748,4.40543
porous_4_b,contained,forward,G,0.9762,0.0,0.0238,3.5324,4.06354
porous_4_b,contained,reverse,G,0.9338,0.0016,0.0646,6.7956,7.75709
porous_4_b,contained,none,G,0.9598,0.0,0.0402,5.6016,6.23662
stopper_3_a,contained,forward,G,0.8488,0.0,0.1512,7.657,5.93777
stopper_3_a,contained,reverse,G,0.615,0.0,0.385,15.9704,13.35693
stopper_3_a,contained,none,G,0.579,0.0,0.421,15.4648,13.35737
complex_2_b,contained,forward,G,0.8414,0.0,0.1586,15.9884,7.64093
complex_2_b,contained,reverse,G,0.5816,0.0,0.4184,41.1036,15.2368
complex_2_b,contained,none,G,0.6514,0.0,0.3486,31.9814,12.91004
size_5_a,contained,forward,G,0.9928,0.0002,0.007,4.9026,2.21891
size_5_a,contained,reverse,G,0.9404,0.0042,0.0554,28.6074,8.04932
size_5_a,contained,none,G,0.9636,0.0062,0.0302,20.271,6.05277
stopper_2_b,contained,forward,G,0.9894,0.0,0.0106,2.1408,2.43952
stopper_2_b,contained,reverse,G,0.9692,0.0002,0.0306,8.8988,6.44453
stopper_2_b,contained,none,G,0.9684,0.0,0.0316,7.4836,5.68471
stopper_3_c,contained,forward,G,0.6286,0.1694,0.202,9.9038,8.95513
stopper_3_c,contained,reverse,G,0.4078,0.1162,0.476,17.3538,15.21779
stopper_3_c,contained,none,G,0.3944,0.1096,0.496,16.5428,14.92559
size_4_b,contained,forward,G,0.9746,0.0002,0.0252,7.8752,4.48206
size_4_b,contained,reverse,G,0.9168,0.0002,0.083,21.1282,9.70102
size_4_b,contained,none,G,0.947,0.0002,0.0528,13.5938,6.7289
complex_2_c,contained,forward,G,0.7382,0.0,0.2618,22.862,8.97059
complex_2_c,contained,reverse,G,0.5012,0.0,0.4988,45.2408,15.83251
complex_2_c,contained,none,G,0.558,0.0,0.442,37.693,13.83611
complex_1_c,contained,forward,G,0.4692,0.0,0.5308,25.651,14.40113
complex_1_c,contained,reverse,G,0.4602,0.0,0.5398,24.031,14.63587
complex_1_c,contained,none,G,0.4374,0.0,0.5626,25.8008,14.83141
size_5_c,contained,forward,G,0.9162,0.0,0.0838,6.6924,6.07667
size_5_c,contained,reverse,G,0.7806,0.0,0.2194,14.8704,11.90448
size_5_c,contained,none,G,0.811,0.0,0.189,13.4964,10.3905
porous_1_a,contained,forward,G,0.9984,0.0002,0.0014,1.5812,2.07284
porous_1_a,contained,reverse,G,0.9926,0.001,0.0064,6.9314,3.94773
porous_1_a,contained,none,G,0.9868,0.0,0.0132,9.7322,4.87352
stopper_4_b,contained,forward,G,0.9826,0.0,0.0174,2.2266,2.251
stopper_4_b,contained,reverse,G,0.9378,0.0002,0.062,7.759,5.45535
stopper_4_b,contained,none,G,0.8892,0.0,0.1108,11.4448,7.49478
regular_25,regular,forward,R,0.6356,0.3592,0.0052,3.4278,4.70619
regular_25,regular,none,R,0.6136,0.3826,0.0038,3.1582,3.38971
regular_42,regular,forward,G,0.6172,0.382,0.0008,4.346,4.20191
regular_42,regular,none,G,0.5538,0.4456,0.0006,1.4104,1.74
regular_94,regular,forward,G,0.4556,0.5424,0.002,3.8108,4.10944
regular_94,regular,none,G,0.28,0.7186,0.0014,3.6164,2.19957
regular_69,regular,forward,G,0.6134,0.3186,0.068,8.4674,8.17055
regular_69,regular,none,G,0.4696,0.4736,0.0568,5.6356,6.13229
regular_8,regular,forward,R,0.417,0.5366,0.0464,4.9342,6.62915
regular_8,regular,none,R,0.3272,0.6334,0.0394,4.5994,5.96476
regular_88,regular,forward,G,0.2818,0.6892,0.029,6.5722,5.01764
regular_88,regular,none,G,0.1034,0.8238,0.0728,13.8306,7.25836
regular_83,regular,forward,G,0.2076,0.6986,0.0938,10.3664,8.89002
regular_83,regular,none,G,0.3708,0.5484,0.0808,10.8744,8.22991
regular_3,regular,forward,R,0.1768,0.8138,0.0094,3.3454,4.07726
regular_3,regular,none,R,0.0684,0.92,0.0116,1.615,2.05751
regular_44,regular,forward,G,0.5252,0.3736,0.1012,11.5268,10.7153
regular_44,regular,none,G,0.5366,0.409,0.0544,6.427,6.89483
regular_77,regular,forward,G,0.9982,0.0,0.0018,3.4086,4.01418
regular_77,regular,none,G,0.9988,0.0,0.0012,2.1114,1.99034
regular_65,regular,forward,G,0.477,0.4942,0.0288,6.2562,7.4251
regular_65,regular,none,G,0.2692,0.7126,0.0182,4.4214,5.20577
regular_33,regular,forward,R,0.499,0.4812,0.0198,4.2462,6.00902
regular_33,regular,none,R,0.7506,0.2366,0.0128,3.026,4.01312
regular_79,regular,forward,G,0.7294,0.1082,0.1624,12.0412,8.54416
regular_79,regular,none,G,0.5504,0.1698,0.2798,12.7844,11.4054
regular_6,regular,forward,G,0.459,0.5396,0.0014,0.7992,2.83301
regular_6,regular,none,G,0.292,0.701,0.007,2.566,3.40203
regular_56,regular,forward,R,0.1132,0.88,0.0068,8.8158,4.79332
regular_56,regular,none,R,0.1064,0.8872,0.0064,4.3962,3.83789
regular_74,regular,forward,G,0.4924,0.4782,0.0294,11.3594,7.07337
regular_74,regular,none,G,0.3554,0.6288,0.0158,6.928,5.30337
regular_35,regular,forward,G,0.3372,0.6328,0.03,4.0404,5.58769
regular_35,regular,none,G,0.3822,0.5238,0.094,5.6322,7.38437
regular_66,regular,forward,R,0.4868,0.3024,0.2108,11.5202,12.69468
regular_66,regular,none,R,0.494,0.4128,0.0932,8.161,8.0778
regular_40,regular,forward,R,0.2648,0.6758,0.0594,4.0402,6.8088
regular_40,regular,none,R,0.4472,0.501,0.0518,3.4216,6.01334
regular_17,regular,forward,G,0.5532,0.3622,0.0846,5.689,9.24924
regular_17,regular,none,G,0.5182,0.4268,0.055,3.999,6.23306
regular_91,regular,forward,R,0.6204,0.3616,0.018,3.732,4.00396
regular_91,regular,none,R,0.861,0.0916,0.0474,8.0252,6.31014
regular_22,regular,forward,G,0.4098,0.5582,0.032,5.0902,6.98752
regular_22,regular,none,G,0.3586,0.6022,0.0392,33.1924,7.44165
regular_48,regular,forward,R,0.5894,0.4032,0.0074,1.9292,3.20579
regular_48,regular,none,R,0.464,0.514,0.022,3.6878,3.37361
regular_84,regular,forward,G,0.732,0.0596,0.2084,19.8574,12.37936
regular_84,regular,none,G,0.7582,0.0632,0.1786,21.6772,11.56459
regular_28,regular,forward,R,0.1508,0.8476,0.0016,3.8066,4.46921
regular_28,regular,none,R,0.173,0.8254,0.0016,1.9704,2.61087
regular_1,regular,forward,G,0.5912,0.3594,0.0494,3.0022,7.00572
regular_1,regular,none,G,0.3382,0.5946,0.0672,4.7472,7.38082
regular_50,regular,forward,R,0.5266,0.4606,0.0128,6.6644,6.56757
regular_50,regular,none,R,0.8032,0.1896,0.0072,3.2754,3.74407
regular_14,regular,forward,G,0.278,0.6218,0.1002,7.2122,9.92613
regular_14,regular,none,G,0.2204,0.7482,0.0314,3.7366,4.95103
regular_29,regular,forward,R,0.089,0.887,0.024,2.8338,5.72019
regular_29,regular,none,R,0.2626,0.7202,0.0172,3.4406,5.06974
regular_38,regular,forward,G,0.6584,0.3244,0.0172,8.4842,6.02523
regular_38,regular,none,G,0.6106,0.3796,0.0098,5.4378,3.72275
regular_89,regular,forward,R,0.4876,0.5056,0.0068,3.236,3.28557
regular_89,regular,none,R,0.5922,0.3986,0.0092,3.9428,3.76712
regular_86,regular,forward,G,0.9024,0.0706,0.027,7.4174,5.55957
regular_86,regular,none,G,0.877,0.0828,0.0402,9.7018,6.47169
regular_73,regular,forward,G,0.4594,0.113,0.4276,19.355,14.46882
regular_73,regular,none,G,0.6256,0.1436,0.2308,16.1706,9.30002
regular_80,regular,forward,R,0.4218,0.5622,0.016,6.6714,6.76163
regular_80,regular,none,R,0.7662,0.2306,0.0032,2.9126,2.84885
regular_76,regular,forward,R,0.0598,0.7116,0.2286,14.499,12.52108
regular_76,regular,none,R,0.0688,0.7452,0.186,12.8068,10.65374
regular_78,regular,forward,G,0.0762,0.7502,0.1736,14.654,9.30404
regular_78,regular,none,G,0.1516,0.6438,0.2046,16.9866,10.6077
regular_54,regular,forward,R,0.782,0.2078,0.0102,2.8068,4.33816
regular_54,regular,none,R,0.5932,0.377,0.0298,5.8442,5.74512
regular_9,regular,forward,R,0.0246,0.9752,0.0002,1.49,2.64549
regular_9,regular,none,R,0.393,0.6006,0.0064,2.46,4.02566
regular_55,regular,forward,G,0.5972,0.2922,0.1106,9.5778,9.85807
regular_55,regular,none,G,0.5736,0.3568,0.0696,7.8862,7.62003
regular_31,regular,forward,G,0.4368,0.5404,0.0228,4.0444,5.46884
regular_31,regular,none,G,0.272,0.675,0.053,4.5738,5.99832
regular_15,regular,forward,G,0.0866,0.9114,0.002,5.504,3.7968
regular_15,regular,none,G,0.3584,0.6416,0.0,1.5364,2.08726
regular_70,regular,forward,G,0.5058,0.4668,0.0274,4.1524,5.69581
regular_70,regular,none,G,0.3842,0.6078,0.008,2.834,3.37199
regular_30,regular,forward,G,0.7874,0.2008,0.0118,3.1456,5.22953
regular_30,regular,none,G,0.7064,0.2728,0.0208,4.1292,5.55024
regular_20,regular,forward,G,0.6224,0.2936,0.084,5.344,9.11862
regular_20,regular,none,G,0.5206,0.4576,0.0218,2.8916,4.41242
regular_27,regular,forward,G,0.5672,0.349,0.0838,5.1736,7.62788
regular_27,regular,none,G,0.3686,0.5486,0.0828,5.4696,7.54285
regular_32,regular,forward,R,0.6128,0.3048,0.0824,5.248,6.88796
regular_32,regular,none,R,0.5478,0.3496,0.1026,5.379,7.52267
regular_60,regular,forward,R,0.2874,0.6248,0.0878,9.0352,7.16287
regular_60,regular,none,R,0.3098,0.6232,0.067,8.9002,6.62664
regular_21,regular,forward,R,0.5246,0.44,0.0354,12.387,7.96458
regular_21,regular,none,R,0.6944,0.2836,0.022,5.5848,4.20501
regular_95,regular,forward,G,0.7276,0.2372,0.0352,10.283,6.63698
regular_95,regular,none,G,0.8694,0.096,0.0346,8.7044,6.17011
regular_93,regular,forward,G,0.2124,0.3772,0.4104,19.4128,15.171
regular_93,regular,none,G,0.2264,0.4242,0.3494,17.8198,14.23096
regular_49,regular,forward,R,0.3354,0.6582,0.0064,1.894,3.80846
regular_49,regular,none,R,0.7258,0.2658,0.0084,3.6618,4.27717
regular_53,regular,forward,R,0.546,0.3748,0.0792,6.702,6.92758
regular_53,regular,none,R,0.571,0.3276,0.1014,8.6808,7.67909
regular_90,regular,forward,G,0.3126,0.6718,0.0156,16.9468,6.87755
regular_90,regular,none,G,0.2638,0.7282,0.008,15.5838,5.28047
regular_92,regular,forward,R,0.1762,0.7366,0.0872,10.4674,8.83938
regular_92,regular,none,R,0.2278,0.7086,0.0636,8.2774,7.66434
regular_10,regular,forward,R,0.2446,0.7468,0.0086,3.048,5.96497
regular_10,regular,none,R,0.53,0.4662,0.0038,1.6086,2.9366
regular_4,regular,forward,R,0.1122,0.8826,0.0052,1.5544,2.23414
regular_4,regular,none,R,0.1778,0.7792,0.043,4.3756,5.8902
regular_5,regular,forward,R,0.5262,0.4582,0.0156,4.3598,6.19555
regular_5,regular,none,R,0.383,0.6034,0.0136,1.9252,3.52235
regular_19,regular,forward,G,0.4404,0.537,0.0226,2.8266,6.61578
regular_19,regular,none,G,0.718,0.2722,0.0098,2.7026,4.47852
regular_62,regular,forward,G,0.7332,0.2214,0.0454,8.24,7.4443
regular_62,regular,none,G,0.8014,0.1772,0.0214,5.113,4.58512
regular_72,regular,forward,R,0.1134,0.837,0.0496,10.937,7.30648
regular_72,regular,none,R,0.1644,0.7884,0.0472,11.6546,7.05834
regular_7,regular,forward,G,0.8018,0.1932,0.005,4.6338,6.07516
regular_7,regular,none,G,0.9016,0.0912,0.0072,2.9944,4.02315
regular_45,regular,forward,G,0.651,0.3408,0.0082,4.4116,5.55149
regular_45,regular,none,G,0.3652,0.6232,0.0116,3.1046,4.70507
regular_34,regular,forward,G,0.6824,0.3034,0.0142,4.7288,6.16616
regular_34,regular,none,G,0.663,0.3282,0.0088,5.2464,5.03522
regular_23,regular,forward,R,0.2354,0.6904,0.0742,4.3628,6.67245
regular_23,regular,none,R,0.3984,0.457,0.1446,5.722,9.20459
regular_0,regular,forward,R,0.17,0.8102,0.0198,3.7392,6.09188
regular_0,regular,none,R,0.5208,0.4762,0.003,1.061,2.13701
regular_36,regular,forward,G,0.264,0.7264,0.0096,2.5684,4.22923
regular_36,regular,none,G,0.3906,0.6066,0.0028,1.6054,2.76365
regular_39,regular,forward,G,0.5768,0.3844,0.0388,13.1378,8.27595
regular_39,regular,none,G,0.5798,0.393,0.0272,13.3712,7.09148
regular_37,regular,forward,R,0.1596,0.6788,0.1616,10.5518,11.80298
regular_37,regular,none,R,0.122,0.7964,0.0816,6.753,7.53434
regular_67,regular,forward,G,0.9318,0.054,0.0142,5.286,5.70144
regular_67,regular,none,G,0.892,0.099,0.009,3.3536,3.37434
regular_57,regular,forward,G,0.496,0.4778,0.0262,4.6028,6.93717
regular_57,regular,none,G,0.429,0.5636,0.0074,2.551,3.37375
regular_41,regular,forward,R,0.1068,0.8116,0.0816,10.7772,8.40393
regular_41,regular,none,R,0.1452,0.8286,0.0262,4.6164,4.4017
regular_85,regular,forward,G,0.8668,0.1314,0.0018,6.9002,3.68538
regular_85,regular,none,G,0.9602,0.0384,0.0014,3.3918,2.40163
regular_87,regular,forward,G,0.4894,0.5084,0.0022,2.001,2.47994
regular_87,regular,none,G,0.892,0.1068,0.0012,2.272,1.72996
regular_82,regular,forward,R,0.0206,0.7174,0.262,22.3196,12.72132
regular_82,regular,none,R,0.013,0.6794,0.3076,21.207,12.87328
regular_26,regular,forward,R,0.0,0.9828,0.0172,7.733,5.69738
regular_26,regular,none,R,0.0,0.9822,0.0178,5.7442,4.90842
regular_75,regular,forward,R,0.2072,0.7624,0.0304,6.5448,6.04859
