Trial,IsContained,Direction,Goal,PGreen,PRed,PTimeUp,AvgBounces,AvgTime
size_6_a,contained,forward,G,0.9334,0.0116,0.055,2.0908,1.77697
size_6_a,contained,reverse,G,0.8838,0.0188,0.0974,7.9462,4.54075
size_6_a,contained,none,G,0.908,0.008,0.084,5.9366,3.34483
porous_6_b,contained,forward,G,0.911,0.0008,0.0882,2.2692,4.01393
porous_6_b,contained,reverse,G,0.874,0.003,0.123,2.7502,4.84144
porous_6_b,contained,none,G,0.8974,0.002,0.1006,2.4406,3.86082
size_2_b,contained,forward,G,0.8228,0.006,0.1712,8.7482,3.62423
size_2_b,contained,reverse,G,0.4304,0.0004,0.5692,25.473,8.48986
size_2_b,contained,none,G,0.5424,0.002,0.4556,20.384,7.04392
stopper_1_a,contained,forward,G,0.897,0.0,0.103,2.5584,2.1059
stopper_1_a,contained,reverse,G,0.5848,0.0,0.4152,9.3728,6.93159
stopper_1_a,contained,none,G,0.5312,0.0006,0.4682,10.745,6.99908
porous_2_a,contained,forward,G,0.8838,0.0,0.1162,3.8996,4.08143
porous_2_a,contained,reverse,G,0.837,0.0,0.163,6.1714,5.77724
porous_2_a,contained,none,G,0.9168,0.0,0.0832,3.5928,3.54573
size_3_b,contained,forward,G,0.6384,0.0,0.3616,10.0448,5.98966
size_3_b,contained,reverse,G,0.388,0.0,0.612,26.982,8.84077
size_3_b,contained,none,G,0.5268,0.0,0.4732,16.231,7.52471
complex_1_b,contained,forward,G,0.1498,0.0,0.8502,12.5036,9.4545
complex_1_b,contained,reverse,G,0.1958,0.0,0.8042,11.7968,9.2611
complex_1_b,contained,none,G,0.217,0.0,0.783,11.859,8.95081
complex_3_a,contained,forward,G,0.8056,0.0,0.1944,4.4438,4.90917
complex_3_a,contained,reverse,G,0.3886,0.0158,0.5956,7.821,8.51495
complex_3_a,contained,none,G,0.3566,0.0,0.6434,8.5644,8.51779
stopper_6_b,contained,forward,G,0.5558,0.0,0.4442,8.794,5.8615
stopper_6_b,contained,reverse,G,0.2042,0.0,0.7958,10.6402,9.16232
stopper_6_b,contained,none,G,0.2706,0.0,0.7294,11.0222,8.57107
size_2_a,contained,forward,G,0.8232,0.0102,0.1666,15.8104,3.49861
size_2_a,contained,reverse,G,0.5364,0.0354,0.4282,41.1694,7.32332
size_2_a,contained,none,G,0.6124,0.0224,0.3652,33.657,6.31459
porous_1_b,contained,forward,G,0.9942,0.0,0.0058,1.4936,2.0287
porous_1_b,contained,reverse,G,0.9632,0.0004,0.0364,5.3898,3.68775
porous_1_b,contained,none,G,0.8906,0.0,0.1094,8.4846,4.43023
stopper_5_c,contained,forward,G,0.879,0.0852,0.0358,3.3654,3.4551
stopper_5_c,contained,reverse,G,0.9064,0.0604,0.0332,3.5212,3.52168
stopper_5_c,contained,none,G,0.9534,0.0292,0.0174,1.9846,1.76248
porous_3_c,contained,forward,G,0.9254,0.0456,0.029,2.1626,2.52056
porous_3_c,contained,reverse,G,0.9214,0.0388,0.0398,2.5066,3.2832
porous_3_c,contained,none,G,0.7596,0.189,0.0514,3.246,3.34236
complex_5_a,contained,forward,G,0.9588,0.0,0.0412,2.4084,3.01705
complex_5_a,contained,reverse,G,0.9584,0.0,0.0416,2.468,3.36785
complex_5_a,contained,none,G,0.881,0.0,0.119,5.9102,4.3202
complex_4_c,contained,forward,G,0.8836,0.0,0.1164,3.468,2.61125
complex_4_c,contained,reverse,G,0.6588,0.0016,0.3396,8.4704,5.21732
complex_4_c,contained,none,G,0.4254,0.0,0.5746,15.3754,7.40466
stopper_1_c,contained,forward,G,0.702,0.143,0.155,3.6684,3.22385
stopper_1_c,contained,reverse,G,0.4518,0.069,0.4792,10.0782,7.5708
stopper_1_c,contained,none,G,0.3922,0.0882,0.5196,11.2676,7.56338
size_5_b,contained,forward,G,0.91,0.0012,0.0888,3.8178,3.15476
size_5_b,contained,reverse,G,0.5912,0.0,0.4088,13.5398,7.50549
size_5_b,contained,none,G,0.6584,0.0,0.3416,12.0816,6.48182
size_2_c,contained,forward,G,0.7354,0.0,0.2646,8.5558,4.84027
size_2_c,contained,reverse,G,0.315,0.0024,0.6826,19.1372,9.15624
size_2_c,contained,none,G,0.4572,0.0002,0.5426,15.1528,7.6245
porous_3_a,contained,forward,G,0.9632,0.0,0.0368,2.1924,2.59477
porous_3_a,contained,reverse,G,0.939,0.0002,0.0608,2.596,3.41119
porous_3_a,contained,none,G,0.9214,0.0,0.0786,3.6364,3.86883
stopper_2_a,contained,forward,G,0.9958,0.0,0.0042,0.4908,1.19501
stopper_2_a,contained,reverse,G,0.946,0.0,0.054,5.6402,3.99759
stopper_2_a,contained,none,G,0.9514,0.0,0.0486,4.3858,3.36375
stopper_6_a,contained,forward,G,0.6474,0.0,0.3526,5.9616,4.73256
stopper_6_a,contained,reverse,G,0.2696,0.0,0.7304,9.9654,8.80484
stopper_6_a,contained,none,G,0.2984,0.0,0.7016,10.3886,8.37339
size_1_b,contained,forward,G,0.5966,0.0,0.4034,5.4694,7.10952
size_1_b,contained,reverse,G,0.608,0.0,0.392,5.2522,7.28715
size_1_b,contained,none,G,0.6,0.0,0.4,5.5582,6.84017
stopper_3_b,contained,forward,G,0.6948,0.0538,0.2514,5.8666,4.62112
stopper_3_b,contained,reverse,G,0.3282,0.0184,0.6534,10.4086,8.68031
stopper_3_b,contained,none,G,0.3294,0.0192,0.6514,9.562,8.30216
size_3_c,contained,forward,G,0.565,0.0,0.435,7.6058,6.73334
size_3_c,contained,reverse,G,0.2462,0.0,0.7538,19.7114,9.38138
size_3_c,contained,none,G,0.393,0.0,0.607,12.4056,8.36286
complex_3_c,contained,forward,G,0.3042,0.0,0.6958,13.9818,8.55217
complex_3_c,contained,reverse,G,0.2188,0.0,0.7812,16.6006,9.09783
complex_3_c,contained,none,G,0.1304,0.0,0.8696,22.7546,9.53083
complex_3_b,contained,forward,G,0.4002,0.0,0.5998,9.3848,7.68809
complex_3_b,contained,reverse,G,0.1918,0.0,0.8082,12.6756,9.40343
complex_3_b,contained,none,G,0.1934,0.0,0.8066,11.6138,9.35426
stopper_4_c,contained,forward,G,0.8398,0.0904,0.0698,2.0896,2.28992
stopper_4_c,contained,reverse,G,0.7116,0.0826,0.2058,6.6654,4.80538
stopper_4_c,contained,none,G,0.5898,0.0698,0.3404,9.3312,6.11793
complex_5_c,contained,forward,G,0.8162,0.0,0.1838,7.3652,4.52822
complex_5_c,contained,reverse,G,0.9262,0.0,0.0738,3.3288,3.60209
complex_5_c,contained,none,G,0.8196,0.0,0.1804,7.454,4.75355
size_1_c,contained,forward,G,0.4784,0.0,0.5216,4.4222,8.03978
size_1_c,contained,reverse,G,0.4734,0.0,0.5266,4.2888,8.31526
size_1_c,contained,none,G,0.5184,0.0,0.4816,4.4768,7.56385
size_4_c,contained,forward,G,0.8748,0.0,0.1252,5.8452,4.9392
size_4_c,contained,reverse,G,0.4604,0.0,0.5396,13.7692,8.99122
size_4_c,contained,none,G,0.66,0.0,0.34,9.0868,6.5912
stopper_5_a,contained,forward,G,0.8288,0.0,0.1712,4.2306,4.87179
stopper_5_a,contained,reverse,G,0.7896,0.0,0.2104,5.4946,5.60829
stopper_5_a,contained,none,G,0.8748,0.0,0.1252,4.115,3.85051
porous_6_c,contained,forward,G,0.661,0.2866,0.0524,2.0238,3.75936
porous_6_c,contained,reverse,G,0.7178,0.2064,0.0758,2.3264,4.39378
porous_6_c,contained,none,G,0.795,0.1352,0.0698,2.3166,3.75478
stopper_6_c,contained,forward,G,0.4722,0.0776,0.4502,9.0598,6.17246
stopper_6_c,contained,reverse,G,0.1824,0.0154,0.8022,10.8312,9.2411
stopper_6_c,contained,none,G,0.2472,0.019,0.7338,11.1626,8.71869
complex_6_a,contained,forward,G,0.341,0.0,0.659,17.9008,8.37994
complex_6_a,contained,reverse,G,0.0992,0.0,0.9008,21.568,9.78191
complex_6_a,contained,none,G,0.1496,0.0,0.8504,21.1932,9.46194
porous_1_c,contained,forward,G,0.9946,0.0006,0.0048,1.4916,2.01909
porous_1_c,contained,reverse,G,0.8232,0.1476,0.0292,5.0986,3.36243
porous_1_c,contained,none,G,0.77,0.157,0.073,7.395,3.8329
porous_5_c,contained,forward,G,0.6132,0.1332,0.2536,14.3638,5.80187
porous_5_c,contained,reverse,G,0.253,0.4178,0.3292,12.4896,6.4607
porous_5_c,contained,none,G,0.3968,0.2502,0.353,14.6158,6.49193
stopper_4_a,contained,forward,G,0.9988,0.0,0.0012,0.1474,0.82978
stopper_4_a,contained,reverse,G,0.9804,0.0002,0.0194,2.8294,2.30639
stopper_4_a,contained,none,G,0.9656,0.0,0.0344,4.451,2.81585
stopper_5_b,contained,forward,G,0.9182,0.0002,0.0816,3.488,3.96725
stopper_5_b,contained,reverse,G,0.9072,0.0008,0.092,4.291,4.52959
stopper_5_b,contained,none,G,0.946,0.0,0.054,3.1216,2.89024
stopper_2_c,contained,forward,G,0.819,0.0182,0.1628,4.1606,4.08369
stopper_2_c,contained,reverse,G,0.6156,0.0176,0.3668,9.6182,7.05349
stopper_2_c,contained,none,G,0.641,0.0182,0.3408,8.3628,6.45922
porous_2_c,contained,forward,G,0.646,0.1894,0.1646,7.7994,5.52872
porous_2_c,contained,reverse,G,0.568,0.2556,0.1764,8.4608,5.90751
porous_2_c,contained,none,G,0.6338,0.2554,0.1108,6.2936,4.38332
porous_3_b,contained,forward,G,0.9622,0.0002,0.0376,2.2636,2.6251
porous_3_b,contained,reverse,G,0.9436,0.0004,0.056,2.6208,3.39947
porous_3_b,contained,none,G,0.9186,0.0012,0.0802,3.7016,3.84338
stopper_1_b,contained,forward,G,0.8984,0.0078,0.0938,2.6596,2.18131
stopper_1_b,contained,reverse,G,0.5482,0.0102,0.4416,9.8014,7.18614
stopper_1_b,contained,none,G,0.5084,0.0094,0.4822,10.993,7.1613
complex_5_b,contained,forward,G,0.8252,0.0,0.1748,6.4838,4.54213
complex_5_b,contained,reverse,G,0.9284,0.0,0.0716,3.1308,3.58304
complex_5_b,contained,none,G,0.8158,0.0,0.1842,7.352,4.83885
porous_4_a,contained,forward,G,0.8806,0.0,0.1194,2.947,3.42746
porous_4_a,contained,reverse,G,0.7228,0.0,0.2772,5.5772,6.46996
porous_4_a,contained,none,G,0.7912,0.0,0.2088,4.6552,5.24215
porous_4_c,contained,forward,G,0.8476,0.057,0.0954,2.9164,3.34903
porous_4_c,contained,reverse,G,0.677,0.1232,0.1998,5.1204,5.98003
porous_4_c,contained,none,G,0.688,0.159,0.153,4.24,4.7542
size_4_a,contained,forward,G,0.9522,0.0032,0.0446,8.099,2.86476
size_4_a,contained,reverse,G,0.8034,0.0084,0.1882,22.437,6.12621
size_4_a,contained,none,G,0.8896,0.0038,0.1066,14.8176,4.17056
porous_6_a,contained,forward,G,0.9014,0.0,0.0986,2.242,4.04806
porous_6_a,contained,reverse,G,0.8816,0.0,0.1184,2.6444,4.77908
porous_6_a,contained,none,G,0.9064,0.0,0.0936,2.3516,3.78279
porous_4_b,contained,forward,G,0.89,0.0,0.11,2.9394,3.4069
porous_4_b,contained,reverse,G,0.7312,0.0002,0.2686,5.5586,6.43204
porous_4_b,contained,none,G,0.7874,0.0004,0.2122,4.7498,5.30193
stopper_3_a,contained,forward,G,0.7626,0.0,0.2374,5.5568,4.10554
stopper_3_a,contained,reverse,G,0.3698,0.0,0.6302,10.2466,8.45898
stopper_3_a,contained,none,G,0.3762,0.0,0.6238,9.5084,8.09817
complex_2_b,contained,forward,G,0.715,0.0,0.285,10.6254,5.44015
complex_2_b,contained,reverse,G,0.238,0.0,0.762,26.777,9.49392
complex_2_b,contained,none,G,0.386,0.0,0.614,20.3524,8.14871
size_5_a,contained,forward,G,0.9668,0.0004,0.0328,4.1628,2.0266
size_5_a,contained,reverse,G,0.734,0.0026,0.2634,23.742,6.61942
size_5_a,contained,none,G,0.805,0.0074,0.1876,17.2472,5.16945
stopper_2_b,contained,forward,G,0.9466,0.0,0.0534,1.8724,2.21129
stopper_2_b,contained,reverse,G,0.8072,0.0002,0.1926,7.773,5.56744
stopper_2_b,contained,none,G,0.828,0.0,0.172,6.4192,4.86634
stopper_3_c,contained,forward,G,0.528,0.1384,0.3336,6.9794,6.24834
stopper_3_c,contained,reverse,G,0.2028,0.0496,0.7476,10.8074,9.27555
stopper_3_c,contained,none,G,0.2302,0.05,0.7198,10.0214,8.88263
size_4_b,contained,forward,G,0.9066,0.0,0.0934,6.7558,3.96303
size_4_b,contained,reverse,G,0.6444,0.0002,0.3554,17.0752,7.77736
size_4_b,contained,none,G,0.7592,0.0,0.2408,10.998,5.56018
complex_2_c,contained,forward,G,0.6326,0.0,0.3674,13.7352,5.92689
complex_2_c,contained,reverse,G,0.2008,0.0,0.7992,27.3752,9.57381
complex_2_c,contained,none,G,0.3278,0.0,0.6722,22.5136,8.45348
complex_1_c,contained,forward,G,0.3062,0.0,0.6938,15.2236,8.45274
complex_1_c,contained,reverse,G,0.3098,0.0,0.6902,13.1084,8.57974
complex_1_c,contained,none,G,0.2694,0.0,0.7306,14.539,8.61471
size_5_c,contained,forward,G,0.8104,0.0,0.1896,5.0044,4.72808
size_5_c,contained,reverse,G,0.4564,0.0,0.5436,10.4474,8.44881
size_5_c,contained,none,G,0.5342,0.0,0.4658,9.5484,7.35632
porous_1_a,contained,forward,G,0.9938,0.0004,0.0058,1.4862,2.02627
porous_1_a,contained,reverse,G,0.9624,0.0002,0.0374,6.3936,3.69337
porous_1_a,contained,none,G,0.897,0.0,0.103,8.62,4.38
stopper_4_b,contained,forward,G,0.9442,0.0,0.0558,1.8654,2.00922
stopper_4_b,contained,reverse,G,0.8352,0.0,0.1648,6.2034,4.38591
stopper_4_b,contained,none,G,0.7164,0.0,0.2836,8.8636,5.66424
regular_25,regular,forward,R,0.5906,0.3152,0.0942,3.235,4.47963
regular_25,regular,none,R,0.6038,0.3512,0.045,2.8614,3.21037
regular_42,regular,forward,G,0.6052,0.377,0.0178,4.2766,4.15532
regular_42,regular,none,G,0.5654,0.4314,0.0032,1.3554,1.71586
regular_94,regular,forward,G,0.4306,0.5186,0.0508,3.4752,3.89145
regular_94,regular,none,G,0.2708,0.7014,0.0278,3.449,2.17389
regular_69,regular,forward,G,0.4664,0.2676,0.266,7.0052,6.71716
regular_69,regular,none,G,0.37,0.4184,0.2116,4.3222,4.91425
regular_8,regular,forward,R,0.3622,0.4186,0.2192,4.2058,5.6673
regular_8,regular,none,R,0.2824,0.536,0.1816,3.907,5.07088
regular_88,regular,forward,G,0.258,0.6318,0.1102,5.32,4.45844
regular_88,regular,none,G,0.0748,0.6758,0.2494,10.9962,5.84238
regular_83,regular,forward,G,0.1264,0.5418,0.3318,8.227,7.09078
regular_83,regular,none,G,0.3044,0.3942,0.3014,8.8038,6.54661
regular_3,regular,forward,R,0.1426,0.7874,0.07,3.1002,3.73001
regular_3,regular,none,R,0.0578,0.8848,0.0574,1.3758,1.74419
regular_44,regular,forward,G,0.3016,0.2492,0.4492,9.1772,8.31396
regular_44,regular,none,G,0.43,0.3336,0.2364,4.8594,5.47412
regular_77,regular,forward,G,0.9512,0.0,0.0488,3.305,3.9077
regular_77,regular,none,G,0.9782,0.0,0.0218,2.1006,1.97253
regular_65,regular,forward,G,0.3948,0.389,0.2162,5.459,6.50659
regular_65,regular,none,G,0.227,0.6358,0.1372,3.9214,4.6278
regular_33,regular,forward,R,0.4124,0.4494,0.1382,3.7944,5.46298
regular_33,regular,none,R,0.6914,0.2044,0.1042,2.6514,3.53701
regular_79,regular,forward,G,0.6262,0.0684,0.3054,9.398,6.15469
regular_79,regular,none,G,0.372,0.0808,0.5472,8.4298,7.60942
regular_6,regular,forward,G,0.4726,0.5154,0.012,0.7432,2.77246
regular_6,regular,none,G,0.2722,0.6746,0.0532,2.5104,3.16687
regular_56,regular,forward,R,0.0978,0.8448,0.0574,8.7468,4.58469
regular_56,regular,none,R,0.1134,0.8144,0.0722,4.283,3.69848
regular_74,regular,forward,G,0.3774,0.4204,0.2022,10.2882,6.27026
regular_74,regular,none,G,0.2804,0.5812,0.1384,6.127,4.61513
regular_35,regular,forward,G,0.286,0.594,0.12,3.537,4.95551
regular_35,regular,none,G,0.3042,0.4188,0.277,4.4532,5.84013
regular_66,regular,forward,R,0.247,0.1278,0.6252,7.732,8.96835
regular_66,regular,none,R,0.37,0.3368,0.2932,6.291,6.23749
regular_40,regular,forward,R,0.1806,0.578,0.2414,3.2448,5.53919
regular_40,regular,none,R,0.3824,0.4024,0.2152,2.8514,5.0208
regular_17,regular,forward,G,0.4212,0.2188,0.36,4.2974,7.27479
regular_17,regular,none,G,0.4334,0.3488,0.2178,3.234,5.11791
regular_91,regular,forward,R,0.5714,0.3624,0.0662,3.2024,3.6531
regular_91,regular,none,R,0.7164,0.0686,0.215,6.511,5.21348
regular_22,regular,forward,G,0.3364,0.4772,0.1864,4.2056,6.07108
regular_22,regular,none,G,0.2722,0.526,0.2018,31.9074,6.39014
regular_48,regular,forward,R,0.5824,0.3764,0.0412,1.7256,3.03128
regular_48,regular,none,R,0.4328,0.4878,0.0794,3.1722,2.93761
regular_84,regular,forward,G,0.3794,0.0196,0.601,13.8836,8.76638
regular_84,regular,none,G,0.4658,0.0238,0.5104,16.453,8.32993
regular_28,regular,forward,R,0.1368,0.8156,0.0476,3.7492,4.40153
regular_28,regular,none,R,0.1672,0.8064,0.0264,1.976,2.60439
regular_1,regular,forward,G,0.521,0.2358,0.2432,2.3518,5.82837
regular_1,regular,none,G,0.258,0.4844,0.2576,3.7966,5.8861
regular_50,regular,forward,R,0.4414,0.4162,0.1424,6.1246,6.02526
regular_50,regular,none,R,0.7532,0.1764,0.0704,2.9926,3.45818
regular_14,regular,forward,G,0.206,0.4126,0.3814,5.5162,7.68461
regular_14,regular,none,G,0.19,0.6688,0.1412,3.2702,4.31715
regular_29,regular,forward,R,0.0566,0.796,0.1474,2.3172,4.99325
regular_29,regular,none,R,0.2376,0.637,0.1254,3.1394,4.55151
regular_38,regular,forward,G,0.6102,0.2378,0.152,7.6564,5.37696
regular_38,regular,none,G,0.571,0.3492,0.0798,4.9878,3.41387
regular_89,regular,forward,R,0.4606,0.486,0.0534,2.9094,3.03087
regular_89,regular,none,R,0.564,0.3552,0.0808,3.3376,3.36509
regular_86,regular,forward,G,0.7894,0.0532,0.1574,6.501,4.90414
regular_86,regular,none,G,0.7448,0.064,0.1912,8.2442,5.44891
regular_73,regular,forward,G,0.2524,0.049,0.6986,11.9128,8.92879
regular_73,regular,none,G,0.4964,0.1006,0.403,11.9656,6.22165
regular_80,regular,forward,R,0.3498,0.4786,0.1716,5.7804,6.06272
regular_80,regular,none,R,0.7568,0.1926,0.0506,2.6688,2.64903
regular_76,regular,forward,R,0.0264,0.3944,0.5792,10.3734,8.80159
regular_76,regular,none,R,0.0424,0.4962,0.4614,9.4558,7.62854
regular_78,regular,forward,G,0.0086,0.5922,0.3992,10.128,6.48034
regular_78,regular,none,G,0.064,0.452,0.484,12.0138,7.428
regular_54,regular,forward,R,0.7444,0.1732,0.0824,2.4076,3.94005
regular_54,regular,none,R,0.5382,0.2958,0.166,5.0596,4.90276
regular_9,regular,forward,R,0.0228,0.967,0.0102,1.4738,2.6365
regular_9,regular,none,R,0.3616,0.565,0.0734,2.2218,3.66494
regular_55,regular,forward,G,0.4186,0.1914,0.39,7.3722,7.70126
regular_55,regular,none,G,0.4472,0.2716,0.2812,6.5194,6.26037
regular_31,regular,forward,G,0.4062,0.4664,0.1274,3.5894,4.90746
regular_31,regular,none,G,0.23,0.5606,0.2094,3.783,4.9792
regular_15,regular,forward,G,0.0766,0.88,0.0434,5.5098,3.68623
regular_15,regular,none,G,0.3576,0.6286,0.0138,1.4592,2.05272
regular_70,regular,forward,G,0.4276,0.4194,0.153,3.6368,4.99884
regular_70,regular,none,G,0.335,0.5946,0.0704,2.642,3.11459
regular_30,regular,forward,G,0.735,0.1734,0.0916,2.8928,4.91346
regular_30,regular,none,G,0.6364,0.2244,0.1392,3.7136,4.953
regular_20,regular,forward,G,0.4578,0.2256,0.3166,4.3356,7.33237
regular_20,regular,none,G,0.461,0.4246,0.1144,2.6298,3.99658
regular_27,regular,forward,G,0.4632,0.2396,0.2972,4.1162,6.1698
regular_27,regular,none,G,0.281,0.4438,0.2752,4.3088,5.91012
regular_32,regular,forward,R,0.529,0.2224,0.2486,4.2532,5.4947
regular_32,regular,none,R,0.4412,0.2508,0.308,4.1758,5.90381
regular_60,regular,forward,R,0.1796,0.5258,0.2946,7.2294,5.62055
regular_60,regular,none,R,0.2132,0.524,0.2628,7.208,5.29445
regular_21,regular,forward,R,0.4026,0.3732,0.2242,11.0444,6.92842
regular_21,regular,none,R,0.6328,0.2588,0.1084,4.8288,3.65449
regular_95,regular,forward,G,0.621,0.222,0.157,9.6318,5.91888
regular_95,regular,none,G,0.7464,0.089,0.1646,7.7258,5.3037
regular_93,regular,forward,G,0.0866,0.1494,0.764,12.6502,9.37064
regular_93,regular,none,G,0.1116,0.1948,0.6936,11.9238,9.10769
regular_49,regular,forward,R,0.333,0.6336,0.0334,1.6868,3.64224
regular_49,regular,none,R,0.6644,0.2602,0.0754,3.3238,3.87513
regular_53,regular,forward,R,0.464,0.3022,0.2338,5.0236,5.57651
regular_53,regular,none,R,0.4544,0.245,0.3006,6.4796,5.89871
regular_90,regular,forward,G,0.2448,0.5876,0.1676,16.3424,6.27357
regular_90,regular,none,G,0.221,0.6768,0.1022,15.11,4.82085
regular_92,regular,forward,R,0.1294,0.5202,0.3504,8.6308,7.09844
regular_92,regular,none,R,0.1854,0.5488,0.2658,6.516,6.08039
regular_10,regular,forward,R,0.2138,0.6558,0.1304,2.6312,5.34812
regular_10,regular,none,R,0.5214,0.442,0.0366,1.486,2.77898
regular_4,regular,forward,R,0.1222,0.8452,0.0326,1.4414,2.08743
regular_4,regular,none,R,0.1626,0.6574,0.18,3.6316,4.9367
regular_5,regular,forward,R,0.4864,0.4152,0.0984,4.0792,5.70059
regular_5,regular,none,R,0.3208,0.5908,0.0884,1.6614,3.00101
regular_19,regular,forward,G,0.3096,0.4796,0.2108,2.3972,5.85618
regular_19,regular,none,G,0.6612,0.2494,0.0894,2.4646,4.05618
regular_62,regular,forward,G,0.6324,0.1486,0.219,6.986,6.32763
regular_62,regular,none,G,0.7468,0.1398,0.1134,4.5106,4.04497
regular_72,regular,forward,R,0.0776,0.6774,0.245,8.923,6.07104
regular_72,regular,none,R,0.1122,0.6478,0.24,9.54,5.81648
regular_7,regular,forward,G,0.7206,0.1634,0.116,4.3204,5.733
regular_7,regular,none,G,0.838,0.083,0.079,2.8638,3.78998
regular_45,regular,forward,G,0.5824,0.2906,0.127,4.1064,5.19133
regular_45,regular,none,G,0.3336,0.5746,0.0918,2.7448,4.16798
regular_34,regular,forward,G,0.5856,0.2526,0.1618,4.257,5.65645
regular_34,regular,none,G,0.6014,0.2712,0.1274,4.8408,4.61263
regular_23,regular,forward,R,0.1672,0.642,0.1908,3.4964,5.29042
regular_23,regular,none,R,0.2578,0.3612,0.381,4.235,6.84132
regular_0,regular,forward,R,0.1594,0.662,0.1786,3.3774,5.49062
regular_0,regular,none,R,0.5086,0.471,0.0204,1.0304,2.08382
regular_36,regular,forward,G,0.2276,0.7066,0.0658,2.362,3.95271
regular_36,regular,none,G,0.395,0.5754,0.0296,1.4972,2.59247
regular_39,regular,forward,G,0.4234,0.2856,0.291,11.526,7.07545
regular_39,regular,none,G,0.4796,0.33,0.1904,11.9558,6.15133
regular_37,regular,forward,R,0.0886,0.361,0.5504,7.733,8.62362
regular_37,regular,none,R,0.0778,0.6438,0.2784,5.3104,5.87591
regular_67,regular,forward,G,0.8202,0.0476,0.1322,4.8344,5.22644
regular_67,regular,none,G,0.847,0.094,0.059,2.9602,3.11013
regular_57,regular,forward,G,0.4134,0.415,0.1716,4.1078,6.19532
regular_57,regular,none,G,0.4012,0.54,0.0588,2.3752,3.15105
regular_41,regular,forward,R,0.0682,0.5968,0.335,8.6692,6.71579
regular_41,regular,none,R,0.1248,0.7592,0.116,3.735,3.69651
regular_85,regular,forward,G,0.818,0.138,0.044,6.9002,3.56539
regular_85,regular,none,G,0.9346,0.0394,0.026,3.239,2.30976
regular_87,regular,forward,G,0.4732,0.4976,0.0292,1.8912,2.42235
regular_87,regular,none,G,0.8814,0.0888,0.0298,2.191,1.71034
regular_82,regular,forward,R,0.0114,0.4024,0.5862,15.59,8.74682
regular_82,regular,none,R,0.0078,0.3898,0.6024,14.1572,8.48324
regular_26,regular,forward,R,0.0,0.902,0.098,7.1274,5.18394
regular_26,regular,none,R,0.0,0.8748,0.1252,5.1542,4.32595
regular_75,regular,forward,R,0.1598,0.7004,0.1398,5.4966,5.20762
