WID,Trial,TrialBase,ContainmentType,ContainmentLevel,TrialNum,GoalReachable,MotionDirection,Response,RT,TrialOrder,WasBad
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,porous_1_a,porous_1,porous,a,1,False,None,False,0.223,9,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,size_1_c,size_1,size,c,1,False,Rev,False,0.438,10,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,stopper_1_a,stopper_1,stopper,a,1,True,None,,-1.0,11,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,stopper_6_a,stopper_6,stopper,a,6,True,None,True,0.343,12,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,complex_1_b,complex_1,complex,b,1,True,Fwd,True,0.291,13,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,complex_5_b,complex_5,complex,b,5,False,Fwd,False,0.439,14,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,size_4_c,size_4,size,c,4,True,Rev,True,1.683,15,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,porous_2_a,porous_2,porous,a,2,False,None,False,0.461,16,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,complex_6_b,complex_6,complex,b,6,False,Fwd,False,2.388,17,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,size_6_c,size_6,size,c,6,True,Fwd,True,0.468,18,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,size_2_c,size_2,size,c,2,True,Rev,True,0.292,19,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,complex_4_b,complex_4,complex,b,4,False,None,False,0.764,20,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,porous_3_a,porous_3,porous,a,3,True,Fwd,True,0.352,21,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,stopper_4_a,stopper_4,stopper,a,4,False,Fwd,False,0.076,22,False
A1BV685HDP73YP:333U7HK6IAZVV16E8JPKUCI5V4VDJ4,size_3_c,size_3,size,c,3,False,Rev,False,0.252,23,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,complex_4_b,complex_4,complex,b,4,True,Fwd,True,0.514,0,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,complex_5_b,complex_5,complex,b,5,True,Rev,True,0.575,1,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,porous_2_a,porous_2,porous,a,2,True,Fwd,True,0.331,2,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,size_1_c,size_1,size,c,1,True,None,True,0.351,3,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,stopper_1_a,stopper_1,stopper,a,1,False,None,False,0.236,4,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,complex_1_b,complex_1,complex,b,1,False,Fwd,False,0.466,5,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,stopper_3_a,stopper_3,stopper,a,3,False,Fwd,False,0.36,6,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,stopper_5_a,stopper_5,stopper,a,5,True,None,True,0.346,7,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,porous_4_a,porous_4,porous,a,4,False,Rev,False,0.356,8,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,size_5_c,size_5,size,c,5,True,Fwd,True,0.333,9,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,size_3_c,size_3,size,c,3,True,None,True,0.386,10,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,size_4_c,size_4,size,c,4,False,Rev,False,0.321,11,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,size_6_c,size_6,size,c,6,False,Fwd,False,0.252,12,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,complex_2_b,complex_2,complex,b,2,False,None,False,0.45,13,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,stopper_4_a,stopper_4,stopper,a,4,True,Rev,True,0.315,14,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,porous_3_a,porous_3,porous,a,3,False,Fwd,False,0.321,15,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,size_2_c,size_2,size,c,2,False,Rev,False,0.07,16,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,complex_3_b,complex_3,complex,b,3,True,None,True,0.474,17,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,porous_1_a,porous_1,porous,a,1,True,Fwd,True,0.308,18,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,stopper_2_a,stopper_2,stopper,a,2,False,None,False,0.32,19,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,complex_6_b,complex_6,complex,b,6,True,Rev,False,0.367,20,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,porous_5_a,porous_5,porous,a,5,True,Rev,True,0.272,21,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,porous_6_a,porous_6,porous,a,6,False,Rev,False,0.345,22,False
A1DJNUJZN8FE7N:3SKRO2GZ72BWEQWKAB51UPH9LVWK1M,stopper_6_a,stopper_6,stopper,a,6,False,None,False,0.425,23,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,porous_4_a,porous_4,porous,a,4,True,None,True,0.562,0,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,porous_5_a,porous_5,porous,a,5,False,Rev,False,0.147,1,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,size_2_c,size_2,size,c,2,True,None,True,0.637,2,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,porous_3_a,porous_3,porous,a,3,True,Rev,True,0.033,3,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,porous_6_a,porous_6,porous,a,6,True,None,True,0.136,4,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,porous_2_a,porous_2,porous,a,2,False,Fwd,False,0.129,5,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,size_6_c,size_6,size,c,6,True,Rev,True,0.268,6,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,complex_6_b,complex_6,complex,b,6,False,Rev,False,0.049,7,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,complex_2_b,complex_2,complex,b,2,True,Fwd,True,0.003,8,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,complex_5_b,complex_5,complex,b,5,False,Rev,False,0.202,9,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,stopper_3_a,stopper_3,stopper,a,3,True,Rev,False,0.753,10,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,stopper_2_a,stopper_2,stopper,a,2,True,Fwd,True,0.114,11,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,stopper_1_a,stopper_1,stopper,a,1,True,Fwd,True,0.042,12,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,complex_3_b,complex_3,complex,b,3,False,None,False,0.682,13,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,stopper_6_a,stopper_6,stopper,a,6,True,Fwd,,-1.0,14,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,size_4_c,size_4,size,c,4,True,None,True,0.43,15,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,porous_1_a,porous_1,porous,a,1,False,Fwd,False,0.142,16,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,stopper_5_a,stopper_5,stopper,a,5,False,None,False,0.147,17,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,size_3_c,size_3,size,c,3,False,None,False,0.162,18,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,stopper_4_a,stopper_4,stopper,a,4,False,Rev,False,0.033,19,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,size_5_c,size_5,size,c,5,False,Fwd,True,0.062,20,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,complex_1_b,complex_1,complex,b,1,True,Rev,False,0.15,21,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,size_1_c,size_1,size,c,1,False,None,False,0.138,22,False
A1DS5O8MSI3ZH0:3SB4CE2TJWFYSE8R5DDJVKIELYXXAS,complex_4_b,complex_4,complex,b,4,False,Fwd,False,0.739,23,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,complex_4_b,complex_4,complex,b,4,True,Rev,True,0.381,0,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,size_3_c,size_3,size,c,3,True,Fwd,True,0.82,1,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,stopper_1_a,stopper_1,stopper,a,1,False,Fwd,False,0.164,2,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,porous_6_a,porous_6,porous,a,6,False,None,False,0.237,3,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,size_5_c,size_5,size,c,5,True,Rev,False,0.376,4,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,stopper_3_a,stopper_3,stopper,a,3,False,Rev,False,0.241,5,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,porous_4_a,porous_4,porous,a,4,False,None,False,0.23,6,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,complex_3_b,complex_3,complex,b,3,True,Fwd,True,0.258,7,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,porous_5_a,porous_5,porous,a,5,True,None,False,0.104,8,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,stopper_6_a,stopper_6,stopper,a,6,False,Fwd,False,0.046,9,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,porous_2_a,porous_2,porous,a,2,True,Rev,True,0.111,10,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,stopper_4_a,stopper_4,stopper,a,4,True,None,True,0.688,11,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,stopper_2_a,stopper_2,stopper,a,2,False,Fwd,False,0.14,12,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,porous_1_a,porous_1,porous,a,1,True,Rev,True,0.202,13,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,size_2_c,size_2,size,c,2,False,None,False,0.148,14,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,stopper_5_a,stopper_5,stopper,a,5,True,Fwd,True,0.128,15,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,size_4_c,size_4,size,c,4,False,None,False,0.284,16,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,complex_2_b,complex_2,complex,b,2,False,Fwd,False,0.694,17,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,size_6_c,size_6,size,c,6,False,Rev,True,0.054,18,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,complex_6_b,complex_6,complex,b,6,True,None,True,0.493,19,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,complex_5_b,complex_5,complex,b,5,True,None,True,0.546,20,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,size_1_c,size_1,size,c,1,True,Fwd,True,0.17,21,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,porous_3_a,porous_3,porous,a,3,False,Rev,False,0.029,22,False
A1DWDCD4CHM68O:30IQTZXKALQ2R1A9DBGQ6E61CDV0XG,complex_1_b,complex_1,complex,b,1,False,Rev,False,0.095,23,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,porous_5_a,porous_5,porous,a,5,False,Fwd,False,0.592,0,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,stopper_4_a,stopper_4,stopper,a,4,False,Fwd,False,0.256,1,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,complex_2_b,complex_2,complex,b,2,True,None,True,0.764,2,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,porous_3_a,porous_3,porous,a,3,True,Fwd,True,0.59,3,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,size_4_c,size_4,size,c,4,True,Rev,True,0.423,4,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,stopper_1_a,stopper_1,stopper,a,1,True,None,True,0.634,5,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,porous_6_a,porous_6,porous,a,6,True,Rev,True,0.334,6,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,complex_1_b,complex_1,complex,b,1,True,Fwd,False,0.705,7,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,size_5_c,size_5,size,c,5,False,None,True,0.517,8,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,size_1_c,size_1,size,c,1,False,Rev,False,0.478,9,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,stopper_3_a,stopper_3,stopper,a,3,True,Fwd,True,0.442,10,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,porous_2_a,porous_2,porous,a,2,False,None,False,0.284,11,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,complex_6_b,complex_6,complex,b,6,False,Fwd,True,0.656,12,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,size_2_c,size_2,size,c,2,True,Rev,True,0.677,13,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,size_3_c,size_3,size,c,3,False,Rev,False,0.447,14,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,porous_4_a,porous_4,porous,a,4,True,Rev,True,0.549,15,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,porous_1_a,porous_1,porous,a,1,False,None,False,0.321,16,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,stopper_6_a,stopper_6,stopper,a,6,True,None,True,0.434,17,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,complex_5_b,complex_5,complex,b,5,False,Fwd,False,0.973,18,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,stopper_5_a,stopper_5,stopper,a,5,False,Rev,False,0.456,19,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,stopper_2_a,stopper_2,stopper,a,2,True,None,True,0.324,20,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,complex_3_b,complex_3,complex,b,3,False,Rev,False,0.343,21,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,size_6_c,size_6,size,c,6,True,Fwd,True,0.294,22,False
A1KEA2Z47S3UPI:3DIP6YHAPDCB3QOVDA3DB4RCF4L8EP,complex_4_b,complex_4,complex,b,4,False,None,False,0.273,23,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,stopper_1_a,stopper_1,stopper,a,1,False,Fwd,False,0.705,0,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,stopper_3_a,stopper_3,stopper,a,3,False,Rev,False,0.432,1,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,porous_6_a,porous_6,porous,a,6,False,None,False,0.656,2,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,porous_4_a,porous_4,porous,a,4,False,None,False,0.694,3,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,stopper_2_a,stopper_2,stopper,a,2,False,Fwd,False,0.073,4,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,complex_2_b,complex_2,complex,b,2,False,Fwd,False,0.952,5,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,size_1_c,size_1,size,c,1,True,Fwd,False,0.131,6,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,stopper_5_a,stopper_5,stopper,a,5,True,Fwd,True,0.359,7,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,stopper_4_a,stopper_4,stopper,a,4,True,None,True,0.767,8,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,porous_3_a,porous_3,porous,a,3,False,Rev,False,0.239,9,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,size_6_c,size_6,size,c,6,False,Rev,False,0.264,10,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,size_2_c,size_2,size,c,2,False,None,False,1.034,11,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,complex_4_b,complex_4,complex,b,4,True,Rev,True,0.426,12,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,porous_1_a,porous_1,porous,a,1,True,Rev,True,0.088,13,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,size_5_c,size_5,size,c,5,True,Rev,False,0.414,14,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,porous_5_a,porous_5,porous,a,5,True,None,True,0.451,15,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,complex_5_b,complex_5,complex,b,5,True,None,False,1.467,16,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,complex_1_b,complex_1,complex,b,1,False,Rev,False,0.543,17,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,porous_2_a,porous_2,porous,a,2,True,Rev,True,0.122,18,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,size_3_c,size_3,size,c,3,True,Fwd,True,0.438,19,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,stopper_6_a,stopper_6,stopper,a,6,False,Fwd,False,0.592,20,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,complex_3_b,complex_3,complex,b,3,True,Fwd,True,0.377,21,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,complex_6_b,complex_6,complex,b,6,True,None,False,1.152,22,False
A1KNXUNWWOK553:3OUYGIZWR8IXIS8IRK69C1KYADB0PF,size_4_c,size_4,size,c,4,False,None,False,0.469,23,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,complex_3_b,complex_3,complex,b,3,False,Fwd,False,1.228,0,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,porous_5_a,porous_5,porous,a,5,False,None,False,0.459,1,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,stopper_4_a,stopper_4,stopper,a,4,False,None,False,0.059,2,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,stopper_3_a,stopper_3,stopper,a,3,True,None,True,0.459,3,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,porous_4_a,porous_4,porous,a,4,True,Fwd,True,0.116,4,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,size_2_c,size_2,size,c,2,True,Fwd,True,0.119,5,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,porous_2_a,porous_2,porous,a,2,False,Rev,False,0.128,6,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,complex_2_b,complex_2,complex,b,2,True,Rev,False,0.473,7,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,size_3_c,size_3,size,c,3,False,Fwd,False,0.147,8,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,complex_4_b,complex_4,complex,b,4,False,Rev,False,0.108,9,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,stopper_1_a,stopper_1,stopper,a,1,True,Rev,True,0.387,10,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,size_1_c,size_1,size,c,1,False,Fwd,False,0.138,11,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,stopper_6_a,stopper_6,stopper,a,6,True,Rev,True,0.384,12,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,porous_3_a,porous_3,porous,a,3,True,None,True,0.258,13,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,porous_1_a,porous_1,porous,a,1,False,Rev,False,0.11,14,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,size_6_c,size_6,size,c,6,True,None,True,0.209,15,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,stopper_2_a,stopper_2,stopper,a,2,True,Rev,True,0.058,16,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,size_4_c,size_4,size,c,4,True,Fwd,True,0.034,17,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,complex_5_b,complex_5,complex,b,5,False,None,False,0.618,18,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,porous_6_a,porous_6,porous,a,6,True,Fwd,True,0.107,19,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,size_5_c,size_5,size,c,5,False,Rev,False,0.076,20,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,complex_1_b,complex_1,complex,b,1,True,None,True,0.585,21,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,stopper_5_a,stopper_5,stopper,a,5,False,Fwd,False,0.14,22,False
A1ME089VLGOBBI:3QY5DC2MXS4171V4BOOOPEU1OX2UFL,complex_6_b,complex_6,complex,b,6,False,None,False,0.557,23,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,stopper_4_a,stopper_4,stopper,a,4,False,Fwd,False,0.558,0,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,size_1_c,size_1,size,c,1,False,Rev,False,0.381,1,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,complex_2_b,complex_2,complex,b,2,True,None,False,0.482,2,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,complex_6_b,complex_6,complex,b,6,False,Fwd,False,0.749,3,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,stopper_6_a,stopper_6,stopper,a,6,True,None,True,0.594,4,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,complex_5_b,complex_5,complex,b,5,False,Fwd,True,0.716,5,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,porous_3_a,porous_3,porous,a,3,True,Fwd,False,0.356,6,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,complex_1_b,complex_1,complex,b,1,True,Fwd,True,0.769,7,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,size_3_c,size_3,size,c,3,False,Rev,False,0.154,8,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,stopper_2_a,stopper_2,stopper,a,2,True,None,True,0.295,9,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,complex_4_b,complex_4,complex,b,4,False,None,False,0.483,10,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,porous_1_a,porous_1,porous,a,1,False,None,False,0.229,11,True
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,complex_3_b,complex_3,complex,b,3,False,Rev,False,0.429,12,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,porous_5_a,porous_5,porous,a,5,False,Fwd,False,0.07,13,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,porous_4_a,porous_4,porous,a,4,True,Rev,False,0.061,14,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,size_5_c,size_5,size,c,5,False,None,False,0.297,15,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,stopper_3_a,stopper_3,stopper,a,3,True,Fwd,False,0.069,16,False
