WID,Trial,TrialBase,ContainmentType,ContainmentLevel,TrialNum,GoalReachable,MotionDirection,Response,RT,TrialOrder,WasBad
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,size_6_c,size_6,size,c,6,True,Fwd,False,0.24,17,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,porous_6_a,porous_6,porous,a,6,True,Rev,False,0.237,18,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,porous_2_a,porous_2,porous,a,2,False,None,False,0.532,19,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,size_2_c,size_2,size,c,2,True,Rev,True,0.204,20,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,size_4_c,size_4,size,c,4,True,Rev,True,0.146,21,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,stopper_1_a,stopper_1,stopper,a,1,True,None,True,0.148,22,False
A1NVJB5O4H7ZCJ:3S0TNUHWKU26BKAVHFST5M9RFSK8DW,stopper_5_a,stopper_5,stopper,a,5,False,Rev,False,0.207,23,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,complex_3_b,complex_3,complex,b,3,False,Rev,False,0.884,0,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,stopper_6_a,stopper_6,stopper,a,6,True,None,True,1.06,1,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,size_4_c,size_4,size,c,4,True,Rev,True,1.242,2,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,size_5_c,size_5,size,c,5,False,None,False,1.199,3,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,porous_5_a,porous_5,porous,a,5,False,Fwd,False,0.708,4,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,size_2_c,size_2,size,c,2,True,Rev,True,0.502,5,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,complex_1_b,complex_1,complex,b,1,True,Fwd,True,1.209,6,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,stopper_2_a,stopper_2,stopper,a,2,True,None,True,0.697,7,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,porous_6_a,porous_6,porous,a,6,True,Rev,True,0.343,8,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,complex_6_b,complex_6,complex,b,6,False,Fwd,False,0.733,9,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,stopper_5_a,stopper_5,stopper,a,5,False,Rev,False,0.384,10,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,stopper_3_a,stopper_3,stopper,a,3,True,Fwd,True,0.432,11,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,complex_2_b,complex_2,complex,b,2,True,None,False,0.561,12,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,complex_5_b,complex_5,complex,b,5,False,Fwd,True,0.905,13,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,complex_4_b,complex_4,complex,b,4,False,None,False,0.818,14,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,size_6_c,size_6,size,c,6,True,Fwd,True,0.463,15,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,porous_1_a,porous_1,porous,a,1,False,None,False,0.243,16,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,stopper_4_a,stopper_4,stopper,a,4,False,Fwd,False,0.442,17,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,porous_2_a,porous_2,porous,a,2,False,None,False,0.209,18,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,stopper_1_a,stopper_1,stopper,a,1,True,None,True,0.241,19,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,porous_3_a,porous_3,porous,a,3,True,Fwd,True,0.074,20,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,porous_4_a,porous_4,porous,a,4,True,Rev,True,0.743,21,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,size_3_c,size_3,size,c,3,False,Rev,False,0.322,22,False
A1OBWGLS5LRLT3:3EKVH9QMEZOVP5861YJSVVWOTSU2DP,size_1_c,size_1,size,c,1,False,Rev,False,0.22,23,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,stopper_6_a,stopper_6,stopper,a,6,True,Fwd,True,0.062,0,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,porous_4_a,porous_4,porous,a,4,True,None,True,0.999,1,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,porous_5_a,porous_5,porous,a,5,False,Rev,False,0.269,2,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,stopper_3_a,stopper_3,stopper,a,3,True,Rev,True,0.071,3,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,porous_6_a,porous_6,porous,a,6,True,None,False,0.15,4,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,porous_3_a,porous_3,porous,a,3,True,Rev,True,0.055,5,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,size_4_c,size_4,size,c,4,True,None,True,0.383,6,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,stopper_4_a,stopper_4,stopper,a,4,False,Rev,False,0.086,7,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,complex_4_b,complex_4,complex,b,4,False,Fwd,False,0.119,8,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,stopper_1_a,stopper_1,stopper,a,1,True,Fwd,True,0.71,9,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,porous_2_a,porous_2,porous,a,2,False,Fwd,False,0.095,10,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,size_1_c,size_1,size,c,1,False,None,False,0.102,11,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,size_5_c,size_5,size,c,5,False,Fwd,False,0.615,12,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,stopper_2_a,stopper_2,stopper,a,2,True,Fwd,True,0.527,13,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,size_2_c,size_2,size,c,2,True,None,True,0.406,14,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,size_3_c,size_3,size,c,3,False,None,False,0.184,15,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,complex_3_b,complex_3,complex,b,3,False,None,False,0.495,16,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,porous_1_a,porous_1,porous,a,1,False,Fwd,False,0.495,17,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,stopper_5_a,stopper_5,stopper,a,5,False,None,False,0.039,18,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,size_6_c,size_6,size,c,6,True,Rev,True,0.238,19,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,complex_1_b,complex_1,complex,b,1,True,Rev,True,0.639,20,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,complex_5_b,complex_5,complex,b,5,False,Rev,False,0.159,21,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,complex_2_b,complex_2,complex,b,2,True,Fwd,True,0.151,22,False
A1RTLF0OVZI4QT:3WQQ9FUS6BEDWNCB3J1NAWLRC788BP,complex_6_b,complex_6,complex,b,6,False,Rev,False,0.007,23,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,size_3_c,size_3,size,c,3,True,Rev,False,0.116,0,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,stopper_3_a,stopper_3,stopper,a,3,False,None,False,1.24,1,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,size_6_c,size_6,size,c,6,False,None,False,0.483,2,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,porous_3_a,porous_3,porous,a,3,False,None,False,0.134,3,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,complex_6_b,complex_6,complex,b,6,True,Fwd,,-1.0,4,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,size_1_c,size_1,size,c,1,True,Rev,True,0.173,5,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,porous_5_a,porous_5,porous,a,5,True,Fwd,True,0.757,6,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,porous_2_a,porous_2,porous,a,2,True,None,True,0.198,7,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,stopper_2_a,stopper_2,stopper,a,2,False,Rev,False,0.347,8,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,size_4_c,size_4,size,c,4,False,Fwd,False,0.196,9,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,porous_6_a,porous_6,porous,a,6,False,Fwd,,-1.0,10,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,stopper_5_a,stopper_5,stopper,a,5,True,Rev,True,0.291,11,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,size_5_c,size_5,size,c,5,True,None,True,0.273,12,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,size_2_c,size_2,size,c,2,False,Fwd,False,0.271,13,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,complex_2_b,complex_2,complex,b,2,False,Rev,False,0.537,14,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,complex_3_b,complex_3,complex,b,3,True,Rev,False,0.276,15,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,stopper_1_a,stopper_1,stopper,a,1,False,Rev,False,0.584,16,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,complex_5_b,complex_5,complex,b,5,True,Fwd,False,0.979,17,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,complex_4_b,complex_4,complex,b,4,True,None,True,0.827,18,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,stopper_6_a,stopper_6,stopper,a,6,False,Rev,False,0.194,19,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,porous_1_a,porous_1,porous,a,1,True,None,True,0.395,20,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,stopper_4_a,stopper_4,stopper,a,4,True,Fwd,True,0.248,21,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,porous_4_a,porous_4,porous,a,4,False,Fwd,False,0.164,22,False
A1TSVP4XC9NTR4:3A0EX8ZRN98SBT3TGNZH999T5NLYB5,complex_1_b,complex_1,complex,b,1,False,None,True,0.239,23,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,complex_6_b,complex_6,complex,b,6,False,None,False,0.14,0,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,size_6_c,size_6,size,c,6,True,None,False,0.177,1,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,complex_4_b,complex_4,complex,b,4,False,Rev,False,0.142,2,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,porous_1_a,porous_1,porous,a,1,False,Rev,False,0.004,3,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,stopper_6_a,stopper_6,stopper,a,6,True,Rev,False,0.192,4,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,stopper_5_a,stopper_5,stopper,a,5,False,Fwd,False,0.094,5,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,size_4_c,size_4,size,c,4,True,Fwd,False,0.072,6,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,stopper_3_a,stopper_3,stopper,a,3,True,None,False,0.195,7,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,porous_6_a,porous_6,porous,a,6,True,Fwd,False,0.224,8,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,size_2_c,size_2,size,c,2,True,Fwd,False,0.169,9,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,complex_1_b,complex_1,complex,b,1,True,None,False,0.172,10,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,size_5_c,size_5,size,c,5,False,Rev,False,0.189,11,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,size_3_c,size_3,size,c,3,False,Fwd,False,0.0,12,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,porous_2_a,porous_2,porous,a,2,False,Rev,False,0.028,13,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,stopper_2_a,stopper_2,stopper,a,2,True,Rev,False,0.077,14,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,stopper_1_a,stopper_1,stopper,a,1,True,Rev,True,0.017,15,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,porous_5_a,porous_5,porous,a,5,False,None,False,0.008,16,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,stopper_4_a,stopper_4,stopper,a,4,False,None,False,0.172,17,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,complex_3_b,complex_3,complex,b,3,False,Fwd,True,0.006,18,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,complex_2_b,complex_2,complex,b,2,True,Rev,False,0.13,19,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,porous_4_a,porous_4,porous,a,4,True,Fwd,False,0.151,20,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,porous_3_a,porous_3,porous,a,3,True,None,False,0.048,21,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,size_1_c,size_1,size,c,1,False,Fwd,False,0.033,22,False
A1VNYP58BTF4HX:3JBT3HLQF9MUKDE8VEJ1I0NKSKVPZX,complex_5_b,complex_5,complex,b,5,False,None,False,0.028,23,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,size_1_c,size_1,size,c,1,False,Rev,False,0.244,0,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,complex_2_b,complex_2,complex,b,2,True,None,True,0.388,1,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,stopper_6_a,stopper_6,stopper,a,6,True,None,True,0.415,2,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,stopper_4_a,stopper_4,stopper,a,4,False,Fwd,False,0.052,3,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,size_2_c,size_2,size,c,2,True,Rev,True,0.235,4,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,complex_5_b,complex_5,complex,b,5,False,Fwd,False,0.271,5,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,porous_5_a,porous_5,porous,a,5,False,Fwd,False,0.175,6,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,stopper_1_a,stopper_1,stopper,a,1,True,None,True,0.372,7,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,size_5_c,size_5,size,c,5,False,None,False,0.163,8,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,porous_3_a,porous_3,porous,a,3,True,Fwd,True,0.019,9,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,complex_6_b,complex_6,complex,b,6,False,Fwd,False,0.015,10,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,stopper_5_a,stopper_5,stopper,a,5,False,Rev,False,0.087,11,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,porous_1_a,porous_1,porous,a,1,False,None,False,0.199,12,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,stopper_2_a,stopper_2,stopper,a,2,True,None,False,0.075,13,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,porous_6_a,porous_6,porous,a,6,True,Rev,True,0.371,14,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,complex_3_b,complex_3,complex,b,3,False,Rev,False,0.159,15,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,stopper_3_a,stopper_3,stopper,a,3,True,Fwd,True,0.095,16,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,complex_1_b,complex_1,complex,b,1,True,Fwd,True,0.283,17,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,size_4_c,size_4,size,c,4,True,Rev,True,0.295,18,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,size_6_c,size_6,size,c,6,True,Fwd,True,0.075,19,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,complex_4_b,complex_4,complex,b,4,False,None,False,0.156,20,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,size_3_c,size_3,size,c,3,False,Rev,False,0.134,21,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,porous_4_a,porous_4,porous,a,4,True,Rev,True,0.011,22,False
A203C9REA20IT3:33NF62TLXKM397CO00B7YPDVFCCKJ6,porous_2_a,porous_2,porous,a,2,False,None,False,0.168,23,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,complex_1_b,complex_1,complex,b,1,True,None,False,1.468,0,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,size_2_c,size_2,size,c,2,True,Fwd,True,0.389,1,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,complex_4_b,complex_4,complex,b,4,False,Rev,False,0.246,2,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,stopper_3_a,stopper_3,stopper,a,3,True,None,True,0.584,3,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,porous_1_a,porous_1,porous,a,1,False,Rev,False,0.192,4,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,stopper_2_a,stopper_2,stopper,a,2,True,Rev,False,0.051,5,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,porous_2_a,porous_2,porous,a,2,False,Rev,False,0.365,6,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,porous_6_a,porous_6,porous,a,6,True,Fwd,True,0.384,7,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,size_6_c,size_6,size,c,6,True,None,True,0.249,8,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,stopper_1_a,stopper_1,stopper,a,1,True,Rev,True,0.158,9,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,stopper_6_a,stopper_6,stopper,a,6,True,Rev,True,0.28,10,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,complex_6_b,complex_6,complex,b,6,False,None,False,0.41,11,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,size_4_c,size_4,size,c,4,True,Fwd,True,0.016,12,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,complex_3_b,complex_3,complex,b,3,False,Fwd,True,0.366,13,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,porous_5_a,porous_5,porous,a,5,False,None,False,0.499,14,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,size_5_c,size_5,size,c,5,False,Rev,False,0.092,15,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,stopper_5_a,stopper_5,stopper,a,5,False,Fwd,False,0.058,16,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,size_3_c,size_3,size,c,3,False,Fwd,False,0.068,17,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,size_1_c,size_1,size,c,1,False,Fwd,False,0.191,18,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,porous_4_a,porous_4,porous,a,4,True,Fwd,False,0.122,19,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,stopper_4_a,stopper_4,stopper,a,4,False,None,False,0.236,20,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,porous_3_a,porous_3,porous,a,3,True,None,True,0.044,21,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,complex_2_b,complex_2,complex,b,2,True,Rev,True,0.294,22,False
A21S7MA9DCW95E:3R2UR8A0IB0NUI2SFWI1WF2JAGAOXT,complex_5_b,complex_5,complex,b,5,False,None,False,0.357,23,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,porous_1_a,porous_1,porous,a,1,False,Rev,False,0.446,0,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,porous_2_a,porous_2,porous,a,2,False,Rev,False,0.808,1,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,size_6_c,size_6,size,c,6,True,None,True,0.487,2,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,stopper_4_a,stopper_4,stopper,a,4,False,None,False,0.391,3,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,complex_1_b,complex_1,complex,b,1,True,None,True,0.672,4,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,complex_6_b,complex_6,complex,b,6,False,None,True,0.407,5,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,complex_2_b,complex_2,complex,b,2,True,Rev,False,0.656,6,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,complex_3_b,complex_3,complex,b,3,False,Fwd,False,0.934,7,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,size_4_c,size_4,size,c,4,True,Fwd,True,0.351,8,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,size_3_c,size_3,size,c,3,False,Fwd,False,0.412,9,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,size_5_c,size_5,size,c,5,False,Rev,False,0.183,10,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,porous_6_a,porous_6,porous,a,6,True,Fwd,True,0.109,11,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,stopper_6_a,stopper_6,stopper,a,6,True,Rev,True,1.388,12,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,size_2_c,size_2,size,c,2,True,Fwd,True,0.264,13,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,stopper_3_a,stopper_3,stopper,a,3,True,None,True,0.448,14,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,complex_5_b,complex_5,complex,b,5,False,None,False,0.311,15,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,stopper_5_a,stopper_5,stopper,a,5,False,Fwd,False,0.104,16,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,stopper_2_a,stopper_2,stopper,a,2,True,Rev,True,0.163,17,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,porous_5_a,porous_5,porous,a,5,False,None,False,0.161,18,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,size_1_c,size_1,size,c,1,False,Fwd,False,0.928,19,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,stopper_1_a,stopper_1,stopper,a,1,True,Rev,True,0.154,20,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,porous_3_a,porous_3,porous,a,3,True,None,True,0.144,21,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,complex_4_b,complex_4,complex,b,4,False,Rev,False,0.411,22,False
A228YSXU6H27QT:3RYC5T2D74DLIMSHLXPOWXLLJ3CPR4,porous_4_a,porous_4,porous,a,4,True,Fwd,True,0.071,23,False
A23BMD8M0RLV77:3DYGAII7PMSL6LDH8I0OR7BGNHAPQ3,complex_4_b,complex_4,complex,b,4,True,None,True,0.436,0,False
A23BMD8M0RLV77:3DYGAII7PMSL6LDH8I0OR7BGNHAPQ3,size_2_c,size_2,size,c,2,False,Fwd,False,0.299,1,False
A23BMD8M0RLV77:3DYGAII7PMSL6LDH8I0OR7BGNHAPQ3,complex_1_b,complex_1,complex,b,1,False,None,True,0.38,2,False
