A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,initialized,0,,1484787949375
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,window_resize,0,"[1020, 675]",1484787949375
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,1049,on,1484787950424
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,22193,on,1484787972617
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,19734,on,1484787992351
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,8517,on,1484788000868
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,8079,off,1484788008947
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,475739,off,1484788484686
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,37622,on,1484788522308
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,8,off,1484788522316
A10249252O9I20MRSOBVF:36WLNQG780UU5OM2GMNN26HDE77EBG,focus,2178,on,1484788524494
A110JYKWR9T6H8:39ZSFO5CA9GHC3H0UEF94CMT9M9UJ6,initialized,0,,1485281423029
A110JYKWR9T6H8:39ZSFO5CA9GHC3H0UEF94CMT9M9UJ6,window_resize,0,"[1349, 844]",1485281423029
A110JYKWR9T6H8:39ZSFO5CA9GHC3H0UEF94CMT9M9UJ6,window_resize,15742,"[1359, 744]",1485281438771
A110JYKWR9T6H8:39ZSFO5CA9GHC3H0UEF94CMT9M9UJ6,window_resize,3776,"[1920, 1052]",1485281442547
A11O504U2EJUGU:3NPFYT4IZDOZ25LURD5TR6THAQAGX8,initialized,0,,1484787835950
A11O504U2EJUGU:3NPFYT4IZDOZ25LURD5TR6THAQAGX8,window_resize,0,"[1020, 675]",1484787835950
A11O504U2EJUGU:3NPFYT4IZDOZ25LURD5TR6THAQAGX8,focus,14675,off,1484787850625
A11O504U2EJUGU:3NPFYT4IZDOZ25LURD5TR6THAQAGX8,focus,8964,on,1484787859589
A11O504U2EJUGU:3NPFYT4IZDOZ25LURD5TR6THAQAGX8,focus,31371,off,1484787890960
A11O504U2EJUGU:3NPFYT4IZDOZ25LURD5TR6THAQAGX8,focus,30950,on,1484787921910
A11TY4VHBBJLJR:3VBEN272MLJR6OZVX3Z6SYCPWX7GS8,initialized,0,,1485288780893
A11TY4VHBBJLJR:3VBEN272MLJR6OZVX3Z6SYCPWX7GS8,window_resize,0,"[1020, 675]",1485288780893
A11TY4VHBBJLJR:3VBEN272MLJR6OZVX3Z6SYCPWX7GS8,focus,100274,off,1485288881167
A11TY4VHBBJLJR:3VBEN272MLJR6OZVX3Z6SYCPWX7GS8,focus,168197,on,1485289049364
A11YS0T8MV3Q7C:3LEIZ60CDKJ9SQY1EPN4WAN5F19Z96,initialized,0,,1485304549970
